filepath,filename,md5,location,label,segmented
images/moth-wasp/SP_raw/Gamboa_IMG_0041_moth.jpg,Gamboa_IMG_0041_moth.jpg,ed3d8db922cda2c02341bf4ac0864565,Gamboa,moth,False
images/moth-wasp/SP_raw/Fortuna_IMG_0011_1_fly.jpg,Fortuna_IMG_0011_1_fly.jpg,79647c9f26def9e36bb2008739a1416b,Fortuna,fly,False
images/moth-wasp/SP_raw/Gamboa_IMG_0013_wasp.jpg,Gamboa_IMG_0013_wasp.jpg,88ae25118803f7a3b5d91c2aa7e6b23c,Gamboa,wasp,False
images/moth-wasp/SP_raw/Gamboa_IMG_0012_wasp.jpg,Gamboa_IMG_0012_wasp.jpg,8be7aa52125f8aa14b993eaa50ef0bdf,Gamboa,wasp,False
images/moth-wasp/SP_raw/Gamboa_IMG_0009_moth.jpg,Gamboa_IMG_0009_moth.jpg,ed18315a127c210dc06c02420329edbd,Gamboa,moth,False
images/moth-wasp/SP_raw/Gamboa_IMG_0008_moth.jpg,Gamboa_IMG_0008_moth.jpg,8387f712d0c8e9ed9d805c670c73870a,Gamboa,moth,False
images/moth-wasp/SP_raw/Fortuna_IMG_0031_fly.jpg,Fortuna_IMG_0031_fly.jpg,fe2334208994c3a74feb52f5b36ad71b,Fortuna,fly,False
images/moth-wasp/SP_raw/BCI_IMG_0001_moth.jpg,BCI_IMG_0001_moth.jpg,2c8d06e68c3991ebec5270fb66717d98,BCI,moth,False
images/moth-wasp/SP_raw/Fortuna_IMG_0003_moth.jpg,Fortuna_IMG_0003_moth.jpg,d486b29c5a5a89cba48667b3f80acf04,Fortuna,moth,False
images/moth-wasp/SP_raw/Fortuna_IMG_0051_wasp.jpg,Fortuna_IMG_0051_wasp.jpg,bb4bd9d245ddae2ff2da2a3f5575c973,Fortuna,wasp,False
images/moth-wasp/SP_raw/Gamboa_IMG_0006_fly.jpg,Gamboa_IMG_0006_fly.jpg,10c6735afed6e41e89b730a50d758c9b,Gamboa,fly,False
images/moth-wasp/SP_raw/Gamboa_IMG_0014_moth.jpg,Gamboa_IMG_0014_moth.jpg,b50515e84890ca3c6160402606331a21,Gamboa,moth,False
images/moth-wasp/SP_raw/Gamboa_IMG_0015_moth.jpg,Gamboa_IMG_0015_moth.jpg,861b50de55216be4db05fd690d2b99ee,Gamboa,moth,False
images/moth-wasp/SP_raw/Gamboa_IMG_0030_wasp.jpg,Gamboa_IMG_0030_wasp.jpg,4fa0f3e12516018461561e263aba07e9,Gamboa,wasp,False
images/moth-wasp/SP_raw/Cerro_azul_IMG_0039_wasp.jpg,Cerro_azul_IMG_0039_wasp.jpg,f5b2266752ec38bfe4acb285d6be3b10,Cerro azul,wasp,False
images/moth-wasp/SP_raw/Gamboa_IMG_0031_wasp.jpg,Gamboa_IMG_0031_wasp.jpg,f48e061e5fbb168f637fc979ac280c50,Gamboa,wasp,False
images/moth-wasp/SP_raw/Fortuna_IMG_0030_wasp.jpg,Fortuna_IMG_0030_wasp.jpg,2470add6ca46aae9dbd26ef08ab0c736,Fortuna,wasp,False
images/moth-wasp/SP_raw/Gamboa_IMG_0004_wasp.jpg,Gamboa_IMG_0004_wasp.jpg,b9c142302386f27062821d58a90db49f,Gamboa,wasp,False
images/moth-wasp/SP_raw/Fortuna_IMG_0047_wasp.jpg,Fortuna_IMG_0047_wasp.jpg,c17a256e4b9fa46b92ffd0ee465c96fb,Fortuna,wasp,False
images/moth-wasp/SP_raw/Gamboa_IMG_0020_moth.jpg,Gamboa_IMG_0020_moth.jpg,04bd78d357d34e48f35a6fa39bb570ee,Gamboa,moth,False
images/moth-wasp/SP_raw/Gamboa_IMG_0021_moth.jpg,Gamboa_IMG_0021_moth.jpg,df8340ba63bb35419c031039a90ddfe1,Gamboa,moth,False
images/moth-wasp/SP_raw/Fortuna_IMG_0015_moth.jpg,Fortuna_IMG_0015_moth.jpg,62ed46d16fcbedf6c22d67a981d664c5,Fortuna,moth,False
images/moth-wasp/SP_raw/BCI_IMG_0017_moth.jpg,BCI_IMG_0017_moth.jpg,632d514b27a1bd460b8c2bb38018557c,BCI,moth,False
images/moth-wasp/SP_raw/Gamboa_IMG_0017_wasp.jpg,Gamboa_IMG_0017_wasp.jpg,db24893ab13bfee5653c0d78be2c833a,Gamboa,wasp,False
images/moth-wasp/SP_raw/Gamboa_IMG_0016_wasp.jpg,Gamboa_IMG_0016_wasp.jpg,65d49022407e98f6604ce48fcd187c8c,Gamboa,wasp,False
images/moth-wasp/SP_raw/Fortuna_IMG_0022_wasp.jpg,Fortuna_IMG_0022_wasp.jpg,6e8e74b348ca8c63440b34496133234e,Fortuna,wasp,False
images/moth-wasp/SP_raw/Gamboa_IMG_00050_wasp.jpg,Gamboa_IMG_00050_wasp.jpg,65dc33b118da032b2934a1bc1692a793,Gamboa,wasp,False
images/moth-wasp/SP_raw/Gamboa_IMG_00051_wasp.jpg,Gamboa_IMG_00051_wasp.jpg,cbe9465bc48ee816cacc0a4a3053196d,Gamboa,wasp,False
images/moth-wasp/SP_raw/Gamboa_IMG_0029_wasp.jpg,Gamboa_IMG_0029_wasp.jpg,6387a965a70dbc77bcca55aec04703d6,Gamboa,wasp,False
images/moth-wasp/SP_raw/Gamboa_IMG_0028_wasp.jpg,Gamboa_IMG_0028_wasp.jpg,848e22317b95c4fa815520364a0033fc,Gamboa,wasp,False
images/moth-wasp/SP_raw/BCI_IMG_0005_moth.jpg,BCI_IMG_0005_moth.jpg,e91b69e796beaa836b6e0512c5607b85,BCI,moth,False
images/moth-wasp/SP_raw/Gamboa_IMG_0032_moth.jpg,Gamboa_IMG_0032_moth.jpg,45ca06c362251d8105397ed60e3f3287,Gamboa,moth,False
images/moth-wasp/SP_raw/Gamboa_IMG_0010_1_moth.jpg,Gamboa_IMG_0010_1_moth.jpg,e2bdc94bc0a3da339c61d308015b2fb0,Gamboa,moth,False
images/moth-wasp/SP_raw/Gamboa_IMG_0007_moth.jpg,Gamboa_IMG_0007_moth.jpg,927b711f41c17093eaf5125ee1de65d5,Gamboa,moth,False
images/moth-wasp/SP_raw/Gamboa_IMG_0006_moth.jpg,Gamboa_IMG_0006_moth.jpg,aad707e29c454ea156880eac737e3950,Gamboa,moth,False
images/moth-wasp/SP_raw/Fortuna_IMG_0029_wasp.jpg,Fortuna_IMG_0029_wasp.jpg,5d9c9855f738b3f9cdcdbbb051eb913b,Fortuna,wasp,False
images/moth-wasp/SP_raw/Gamboa_IMG_0023_wasp.jpg,Gamboa_IMG_0023_wasp.jpg,635159e4da328b0bc80270ccf5190e2f,Gamboa,wasp,False
images/moth-wasp/SP_raw/Cerro_azul_IMG_0013_moth.jpg,Cerro_azul_IMG_0013_moth.jpg,4b8710eb13d8ca9f476b6cec28360f03,Cerro azul,moth,False
images/moth-wasp/SP_raw/Gamboa_IMG_0049_wasp.jpg,Gamboa_IMG_0049_wasp.jpg,8695aad686c550b9dc9fb16fa90668e9,Gamboa,wasp,False
images/moth-wasp/SP_raw/Fortuna_IMG_0035_wasp.jpg,Fortuna_IMG_0035_wasp.jpg,f107e46ebc6568335bda79eb8c2682c6,Fortuna,wasp,False
images/moth-wasp/SP_raw/Gamboa_IMG_0024_moth.jpg,Gamboa_IMG_0024_moth.jpg,7c8a83fbd2bdd05d62535b88dace7558,Gamboa,moth,False
images/moth-wasp/SP_raw/Fortuna_IMG_0046_fly.jpg,Fortuna_IMG_0046_fly.jpg,8eadd58b2d5ac4095bfa1d137ea8e1e9,Fortuna,fly,False
images/moth-wasp/SP_raw/Fortuna_IMG_0011_moth.jpg,Fortuna_IMG_0011_moth.jpg,254aa74e861b5abb28b82f265e1f8eb9,Fortuna,moth,False
images/moth-wasp/SP_raw/BCI_IMG_0013_moth.jpg,BCI_IMG_0013_moth.jpg,3939f21ec98b9efee20a637cd4a7e53e,BCI,moth,False
images/moth-wasp/SP_raw/BCI_IMG_0009_1_moth.jpg,BCI_IMG_0009_1_moth.jpg,964ecaf8ff346364f6ce1cd32a90c2dd,BCI,moth,False
images/moth-wasp/SP_raw/Gamboa_IMG_0010_moth.jpg,Gamboa_IMG_0010_moth.jpg,d4ed5b2fcde786fe4d0d0b59fcfa2603,Gamboa,moth,False
images/moth-wasp/SP_raw/Gamboa_IMG_0011_moth.jpg,Gamboa_IMG_0011_moth.jpg,88e98906369687a725d24fadd3567814,Gamboa,moth,False
images/moth-wasp/SP_raw/Fortuna_IMG_0048_wasp.jpg,Fortuna_IMG_0048_wasp.jpg,92272d7c51eddbb07a51a21e18e86a6a,Fortuna,wasp,False
images/moth-wasp/SP_raw/Fortuna_IMG_0028_moth.jpg,Fortuna_IMG_0028_moth.jpg,9dd00a86070228b5e27f4462e9d8dce4,Fortuna,moth,False
images/moth-wasp/SP_raw/Fortuna_IMG_0033_wasp.jpg,Fortuna_IMG_0033_wasp.jpg,02351d441df4df427ba5ea58ada73525,Fortuna,wasp,False
images/moth-wasp/SP_raw/Gamboa_IMG_0012_1_moth.jpg,Gamboa_IMG_0012_1_moth.jpg,44e44b6d5b9394198e8fdc52a08bfd84,Gamboa,moth,False
images/moth-wasp/SP_raw/Fortuna_IMG_0045_wasp.jpg,Fortuna_IMG_0045_wasp.jpg,5ca27b1fb228b118829c695b3fd1a535,Fortuna,wasp,False
images/moth-wasp/SP_raw/Gamboa_IMG_0022_moth.jpg,Gamboa_IMG_0022_moth.jpg,bb8e4f6eb6f4f5f1ba8206927e196f01,Gamboa,moth,False
images/moth-wasp/SP_raw/Gamboa_IMG_0038_wasp.jpg,Gamboa_IMG_0038_wasp.jpg,787edb72a262e5f92e441434caf4acaf,Gamboa,wasp,False
images/moth-wasp/SP_raw/Gamboa_IMG_0016_moth.jpg,Gamboa_IMG_0016_moth.jpg,3e6cb11cc94a56dae5dce3fcda905230,Gamboa,moth,False
images/moth-wasp/SP_raw/Gamboa_IMG_0044_wasp.jpg,Gamboa_IMG_0044_wasp.jpg,a2232743fae4e5a602ac542e91d193d4,Gamboa,wasp,False
images/moth-wasp/SP_raw/Cerro_azul_IMG_0015_1_moth.jpg,Cerro_azul_IMG_0015_1_moth.jpg,985902e9ab842625642da18152089e00,Cerro azul,moth,False
images/moth-wasp/SP_raw/Gamboa_IMG_0003_1_moth.jpg,Gamboa_IMG_0003_1_moth.jpg,e9a658f0efaf5d44fa5ccdafb66444d8,Gamboa,moth,False
images/moth-wasp/SP_raw/Fortuna_IMG_0006_wasp.jpg,Fortuna_IMG_0006_wasp.jpg,b7e0b192dec869893ffedbac405686c9,Fortuna,wasp,False
images/moth-wasp/SP_raw/Gamboa_IMG_0043_moth.jpg,Gamboa_IMG_0043_moth.jpg,29b15b2909c25d3e3d7bb5abc1c67b61,Gamboa,moth,False
images/moth-wasp/SP_raw/Fortuna_IMG_0024_wasp.jpg,Fortuna_IMG_0024_wasp.jpg,9d5be88557286b724a8ef59850f47aff,Fortuna,wasp,False
images/moth-wasp/SP_raw/Cerro_azul_IMG_0002_moth.jpg,Cerro_azul_IMG_0002_moth.jpg,fc824fcf50c92d814df15c9eb755fc3d,Cerro azul,moth,False
images/moth-wasp/SP_raw/Fortuna_IMG_0034_moth.jpg,Fortuna_IMG_0034_moth.jpg,0b5d984519fe7fcaab56916fd7c5de16,Fortuna,moth,False
images/moth-wasp/SP_raw/Cerro_azul_IMG_0009_moth.jpg,Cerro_azul_IMG_0009_moth.jpg,9e730d88294c4bbaa481011b5b81aa31,Cerro azul,moth,False
images/moth-wasp/SP_raw/Gamboa_IMG_0001_moth.jpg,Gamboa_IMG_0001_moth.jpg,82911e1bd6ba9df01b41d21254ec7a67,Gamboa,moth,False
images/moth-wasp/SP_raw/Fortuna_IMG_0010_wasp.jpg,Fortuna_IMG_0010_wasp.jpg,9743178b84d31faa033be624085f213e,Fortuna,wasp,False
images/moth-wasp/SP_raw/Gamboa_IMG_0025_wasp.jpg,Gamboa_IMG_0025_wasp.jpg,73696986108b2c9325bc9625c0ab9e21,Gamboa,wasp,False
